,timestamp,building_id,meter,month,weekday,hour,site_id,primaryspaceusage,sqm,lat,lng,timezone,airTemperature,dewTemperature,seaLvlPressure,windDirection,windSpeed,meter_reading
262376,2016-01-04 13:00:00,1531,3,1,0,13,15,3,12977.0,51.53,-0.13,1,10.1,8.0,982.0,190.0,5.1,299.1646
265429,2016-01-04 14:00:00,1531,3,1,0,14,15,3,12977.0,51.53,-0.13,1,10.4,7.4,982.0,210.0,4.6,325.649
268482,2016-01-04 15:00:00,1531,3,1,0,15,15,3,12977.0,51.53,-0.13,1,9.8,7.2,982.0,210.0,4.1,300.0
271535,2016-01-04 16:00:00,1531,3,1,0,16,15,3,12977.0,51.53,-0.13,1,9.2,7.4,982.5,190.0,3.6,300.0
274588,2016-01-04 17:00:00,1531,3,1,0,17,15,3,12977.0,51.53,-0.13,1,8.6,7.3,982.5,170.0,3.6,372.455
277641,2016-01-04 18:00:00,1531,3,1,0,18,15,3,12977.0,51.53,-0.13,1,8.2,6.7,982.5,170.0,4.1,327.545
280694,2016-01-04 19:00:00,1531,3,1,0,19,15,3,12977.0,51.53,-0.13,1,7.7,6.2,983.0,170.0,4.6,300.0
283747,2016-01-04 20:00:00,1531,3,1,0,20,15,3,12977.0,51.53,-0.13,1,7.6,6.0,983.0,170.0,4.6,300.0
286800,2016-01-04 21:00:00,1531,3,1,0,21,15,3,12977.0,51.53,-0.13,1,7.9,6.3,983.0,160.0,4.1,300.0
289853,2016-01-04 22:00:00,1531,3,1,0,22,15,3,12977.0,51.53,-0.13,1,7.2,6.2,982.5,140.0,4.1,300.0
292906,2016-01-04 23:00:00,1531,3,1,0,23,15,3,12977.0,51.53,-0.13,1,7.7,6.7,982.5,150.0,4.6,269.175
295959,2016-01-05 00:00:00,1531,3,1,1,0,15,3,12977.0,51.53,-0.13,1,7.4,6.9,982.0,150.0,4.1,269.152
299012,2016-01-05 01:00:00,1531,3,1,1,1,15,3,12977.0,51.53,-0.13,1,8.1,6.6,982.0,170.0,5.1,230.848
302065,2016-01-05 02:00:00,1531,3,1,1,2,15,3,12977.0,51.53,-0.13,1,8.2,7.3,982.0,160.0,3.6,300.0
305118,2016-01-05 03:00:00,1531,3,1,1,3,15,3,12977.0,51.53,-0.13,1,8.3,7.4,982.0,180.0,3.6,300.0
308171,2016-01-05 04:00:00,1531,3,1,1,4,15,3,12977.0,51.53,-0.13,1,6.4,5.6,982.0,150.0,2.6,300.0
311224,2016-01-05 05:00:00,1531,3,1,1,5,15,3,12977.0,51.53,-0.13,1,6.7,6.6,982.0,140.0,2.1,300.0
314277,2016-01-05 06:00:00,1531,3,1,1,6,15,3,12977.0,51.53,-0.13,1,5.7,5.5,982.0,150.0,2.6,300.0
317330,2016-01-05 07:00:00,1531,3,1,1,7,15,3,12977.0,51.53,-0.13,1,7.1,6.9,982.5,150.0,2.6,400.0
320383,2016-01-05 08:00:00,1531,3,1,1,8,15,3,12977.0,51.53,-0.13,1,6.7,6.3,983.0,160.0,2.6,365.4845
323436,2016-01-05 09:00:00,1531,3,1,1,9,15,3,12977.0,51.53,-0.13,1,6.7,6.4,983.5,180.0,1.5,334.5155
326489,2016-01-05 10:00:00,1531,3,1,1,10,15,3,12977.0,51.53,-0.13,1,7.4,6.8,984.0,170.0,2.1,364.7459
329542,2016-01-05 11:00:00,1531,3,1,1,11,15,3,12977.0,51.53,-0.13,1,8.7,8.3,984.5,190.0,3.1,277.8633
332595,2016-01-05 12:00:00,1531,3,1,1,12,15,3,12977.0,51.53,-0.13,1,9.3,7.8,984.5,220.0,4.1,300.027
335648,2016-01-05 13:00:00,1531,3,1,1,13,15,3,12977.0,51.53,-0.13,1,9.6,7.8,984.5,210.0,3.6,398.79
338701,2016-01-05 14:00:00,1531,3,1,1,14,15,3,12977.0,51.53,-0.13,1,9.3,7.5,985.0,180.0,3.1,358.5738
341754,2016-01-05 15:00:00,1531,3,1,1,15,15,3,12977.0,51.53,-0.13,1,9.4,7.7,985.0,190.0,3.1,300.0
344807,2016-01-05 16:00:00,1531,3,1,1,16,15,3,12977.0,51.53,-0.13,1,9.2,7.6,986.0,160.0,2.6,300.0
347860,2016-01-05 17:00:00,1531,3,1,1,17,15,3,12977.0,51.53,-0.13,1,8.7,7.8,986.5,130.0,1.5,341.6388
350913,2016-01-05 18:00:00,1531,3,1,1,18,15,3,12977.0,51.53,-0.13,1,9.0,7.8,987.0,160.0,3.1,300.1003
353966,2016-01-05 19:00:00,1531,3,1,1,19,15,3,12977.0,51.53,-0.13,1,8.7,7.8,987.5,180.0,2.1,298.3873
357019,2016-01-05 20:00:00,1531,3,1,1,20,15,3,12977.0,51.53,-0.13,1,8.2,7.6,988.0,210.0,3.1,300.0307
360072,2016-01-05 21:00:00,1531,3,1,1,21,15,3,12977.0,51.53,-0.13,1,7.5,6.8,988.5,200.0,1.5,259.8428
363125,2016-01-05 22:00:00,1531,3,1,1,22,15,3,12977.0,51.53,-0.13,1,6.9,6.4,989.5,210.0,2.1,300.0
366178,2016-01-05 23:00:00,1531,3,1,1,23,15,3,12977.0,51.53,-0.13,1,6.5,6.2,989.5,210.0,0.5,300.0
369231,2016-01-06 00:00:00,1531,3,1,2,0,15,3,12977.0,51.53,-0.13,1,6.4,6.2,990.0,110.0,1.5,339.7953
372284,2016-01-06 01:00:00,1531,3,1,2,1,15,3,12977.0,51.53,-0.13,1,6.3,6.1,990.5,110.0,1.5,260.2047
375337,2016-01-06 02:00:00,1531,3,1,2,2,15,3,12977.0,51.53,-0.13,1,6.5,6.4,991.0,300.0,0.5,300.0
378390,2016-01-06 03:00:00,1531,3,1,2,3,15,3,12977.0,51.53,-0.13,1,6.4,6.3,991.5,0.0,0.0,300.0
381443,2016-01-06 04:00:00,1531,3,1,2,4,15,3,12977.0,51.53,-0.13,1,6.2,6.1,992.0,110.0,1.0,239.6869
384496,2016-01-06 05:00:00,1531,3,1,2,5,15,3,12977.0,51.53,-0.13,1,5.6,5.5,992.0,70.0,1.0,299.9494
387549,2016-01-06 06:00:00,1531,3,1,2,6,15,3,12977.0,51.53,-0.13,1,5.6,5.5,993.0,350.0,1.0,260.3638
390602,2016-01-06 07:00:00,1531,3,1,2,7,15,3,12977.0,51.53,-0.13,1,4.9,4.9,993.5,330.0,2.1,439.6255
393655,2016-01-06 08:00:00,1531,3,1,2,8,15,3,12977.0,51.53,-0.13,1,5.4,5.4,994.5,320.0,1.0,360.3745
396708,2016-01-06 09:00:00,1531,3,1,2,9,15,3,12977.0,51.53,-0.13,1,5.6,5.6,995.5,310.0,2.1,339.7809
399761,2016-01-06 10:00:00,1531,3,1,2,10,15,3,12977.0,51.53,-0.13,1,5.0,5.0,996.0,310.0,2.1,360.2191
402814,2016-01-06 11:00:00,1531,3,1,2,11,15,3,12977.0,51.53,-0.13,1,5.8,5.7,997.0,330.0,2.6,400.0
405867,2016-01-06 12:00:00,1531,3,1,2,12,15,3,12977.0,51.53,-0.13,1,6.9,6.8,996.5,310.0,1.5,339.3481
408920,2016-01-06 13:00:00,1531,3,1,2,13,15,3,12977.0,51.53,-0.13,1,7.7,7.3,996.5,310.0,1.5,360.6519
411973,2016-01-06 14:00:00,1531,3,1,2,14,15,3,12977.0,51.53,-0.13,1,7.9,6.8,996.5,40.0,1.0,336.2125
415026,2016-01-06 15:00:00,1531,3,1,2,15,15,3,12977.0,51.53,-0.13,1,8.1,6.5,996.5,160.0,1.5,363.7875
418079,2016-01-06 16:00:00,1531,3,1,2,16,15,3,12977.0,51.53,-0.13,1,7.9,6.6,997.0,180.0,2.6,333.3529
421132,2016-01-06 17:00:00,1531,3,1,2,17,15,3,12977.0,51.53,-0.13,1,7.4,6.3,997.0,170.0,2.6,366.6471
424185,2016-01-06 18:00:00,1531,3,1,2,18,15,3,12977.0,51.53,-0.13,1,7.1,6.2,996.0,160.0,2.6,300.0
427238,2016-01-06 19:00:00,1531,3,1,2,19,15,3,12977.0,51.53,-0.13,1,6.4,5.8,995.0,130.0,3.6,331.2431
430291,2016-01-06 20:00:00,1531,3,1,2,20,15,3,12977.0,51.53,-0.13,1,5.9,5.4,994.5,140.0,3.1,368.7569
433344,2016-01-06 21:00:00,1531,3,1,2,21,15,3,12977.0,51.53,-0.13,1,5.7,5.5,994.0,140.0,3.1,300.0
436397,2016-01-06 22:00:00,1531,3,1,2,22,15,3,12977.0,51.53,-0.13,1,5.6,5.4,993.5,130.0,4.6,300.0
439450,2016-01-06 23:00:00,1531,3,1,2,23,15,3,12977.0,51.53,-0.13,1,5.9,5.7,992.5,120.0,4.1,300.0
442503,2016-01-07 00:00:00,1531,3,1,3,0,15,3,12977.0,51.53,-0.13,1,6.7,6.4,991.0,130.0,4.6,209.4196
445556,2016-01-07 01:00:00,1531,3,1,3,1,15,3,12977.0,51.53,-0.13,1,7.5,6.5,989.5,140.0,5.1,300.0
448609,2016-01-07 02:00:00,1531,3,1,3,2,15,3,12977.0,51.53,-0.13,1,8.0,7.1,988.5,140.0,4.6,300.0
451662,2016-01-07 03:00:00,1531,3,1,3,3,15,3,12977.0,51.53,-0.13,1,8.3,6.4,986.5,140.0,6.7,300.0
454715,2016-01-07 04:00:00,1531,3,1,3,4,15,3,12977.0,51.53,-0.13,1,7.9,6.3,984.5,150.0,8.2,300.0
457768,2016-01-07 05:00:00,1531,3,1,3,5,15,3,12977.0,51.53,-0.13,1,7.4,6.6,984.0,150.0,8.2,300.0
460821,2016-01-07 06:00:00,1531,3,1,3,6,15,3,12977.0,51.53,-0.13,1,7.6,7.0,982.0,150.0,6.7,320.5223
463874,2016-01-07 07:00:00,1531,3,1,3,7,15,3,12977.0,51.53,-0.13,1,7.8,7.3,981.5,140.0,6.7,400.27
466927,2016-01-07 08:00:00,1531,3,1,3,8,15,3,12977.0,51.53,-0.13,1,8.4,8.0,980.5,160.0,4.1,379.2077
469980,2016-01-07 09:00:00,1531,3,1,3,9,15,3,12977.0,51.53,-0.13,1,9.2,8.8,980.5,220.0,2.6,400.0
473033,2016-01-07 10:00:00,1531,3,1,3,10,15,3,12977.0,51.53,-0.13,1,10.2,10.1,981.0,240.0,5.7,320.4652
476086,2016-01-07 11:00:00,1531,3,1,3,11,15,3,12977.0,51.53,-0.13,1,9.7,8.7,981.5,260.0,8.2,299.3068
479139,2016-01-07 12:00:00,1531,3,1,3,12,15,3,12977.0,51.53,-0.13,1,8.6,6.2,984.0,280.0,10.8,380.2279
482192,2016-01-07 13:00:00,1531,3,1,3,13,15,3,12977.0,51.53,-0.13,1,7.6,3.9,987.0,280.0,9.8,314.4079
485245,2016-01-07 14:00:00,1531,3,1,3,14,15,3,12977.0,51.53,-0.13,1,7.9,1.9,989.5,290.0,10.8,401.9372
488298,2016-01-07 15:00:00,1531,3,1,3,15,15,3,12977.0,51.53,-0.13,1,7.8,1.7,991.0,270.0,7.7,383.6549
491351,2016-01-07 16:00:00,1531,3,1,3,16,15,3,12977.0,51.53,-0.13,1,7.0,1.5,992.5,270.0,6.7,400.0
494404,2016-01-07 17:00:00,1531,3,1,3,17,15,3,12977.0,51.53,-0.13,1,5.9,1.0,993.5,260.0,7.2,317.0272
497457,2016-01-07 18:00:00,1531,3,1,3,18,15,3,12977.0,51.53,-0.13,1,5.3,0.8,994.5,260.0,5.7,382.9728
500510,2016-01-07 19:00:00,1531,3,1,3,19,15,3,12977.0,51.53,-0.13,1,5.1,0.6,996.0,260.0,7.7,316.413
503563,2016-01-07 20:00:00,1531,3,1,3,20,15,3,12977.0,51.53,-0.13,1,4.8,0.6,997.0,250.0,6.7,383.587
506616,2016-01-07 21:00:00,1531,3,1,3,21,15,3,12977.0,51.53,-0.13,1,4.2,0.4,998.0,260.0,5.7,400.0
509669,2016-01-07 22:00:00,1531,3,1,3,22,15,3,12977.0,51.53,-0.13,1,4.5,0.6,999.0,230.0,6.2,310.2261
512722,2016-01-07 23:00:00,1531,3,1,3,23,15,3,12977.0,51.53,-0.13,1,3.0,0.5,999.5,230.0,3.1,389.7739
515775,2016-01-08 00:00:00,1531,3,1,4,0,15,3,12977.0,51.53,-0.13,1,3.3,0.9,1000.5,220.0,4.6,388.1488
518828,2016-01-08 01:00:00,1531,3,1,4,1,15,3,12977.0,51.53,-0.13,1,3.2,1.1,1000.5,220.0,4.6,300.0
521881,2016-01-08 02:00:00,1531,3,1,4,2,15,3,12977.0,51.53,-0.13,1,2.6,1.0,1001.0,220.0,3.1,308.7837
524934,2016-01-08 03:00:00,1531,3,1,4,3,15,3,12977.0,51.53,-0.13,1,2.7,1.2,1001.0,200.0,3.1,302.2393
527987,2016-01-08 04:00:00,1531,3,1,4,4,15,3,12977.0,51.53,-0.13,1,1.9,0.8,1001.0,220.0,2.1,388.977
531040,2016-01-08 05:00:00,1531,3,1,4,5,15,3,12977.0,51.53,-0.13,1,2.4,1.6,1000.5,200.0,2.1,300.0
534093,2016-01-08 06:00:00,1531,3,1,4,6,15,3,12977.0,51.53,-0.13,1,1.6,0.9,1000.0,150.0,1.0,306.4047
537146,2016-01-08 07:00:00,1531,3,1,4,7,15,3,12977.0,51.53,-0.13,1,4.2,2.4,1000.0,190.0,5.1,493.5953
540199,2016-01-08 08:00:00,1531,3,1,4,8,15,3,12977.0,51.53,-0.13,1,4.4,2.6,1000.0,190.0,4.1,400.0
543252,2016-01-08 09:00:00,1531,3,1,4,9,15,3,12977.0,51.53,-0.13,1,5.8,4.1,1000.0,180.0,4.1,400.0
546305,2016-01-08 10:00:00,1531,3,1,4,10,15,3,12977.0,51.53,-0.13,1,6.7,4.8,1000.0,190.0,4.1,400.0
549358,2016-01-08 11:00:00,1531,3,1,4,11,15,3,12977.0,51.53,-0.13,1,7.7,5.5,999.5,190.0,4.6,400.0
552411,2016-01-08 12:00:00,1531,3,1,4,12,15,3,12977.0,51.53,-0.13,1,7.7,6.2,999.5,180.0,3.6,400.0
555464,2016-01-08 13:00:00,1531,3,1,4,13,15,3,12977.0,51.53,-0.13,1,8.9,6.9,998.5,190.0,3.6,300.0
558517,2016-01-08 14:00:00,1531,3,1,4,14,15,3,12977.0,51.53,-0.13,1,8.8,5.3,998.5,200.0,4.6,303.472
561570,2016-01-08 15:00:00,1531,3,1,4,15,15,3,12977.0,51.53,-0.13,1,8.4,5.4,998.0,190.0,4.1,396.528
564623,2016-01-08 16:00:00,1531,3,1,4,16,15,3,12977.0,51.53,-0.13,1,7.8,5.6,998.0,160.0,3.6,300.0
567676,2016-01-08 17:00:00,1531,3,1,4,17,15,3,12977.0,51.53,-0.13,1,7.8,6.5,998.0,180.0,4.6,305.0679
570729,2016-01-08 18:00:00,1531,3,1,4,18,15,3,12977.0,51.53,-0.13,1,8.0,6.9,998.0,190.0,5.1,394.9321
573782,2016-01-08 19:00:00,1531,3,1,4,19,15,3,12977.0,51.53,-0.13,1,7.3,6.6,998.0,190.0,3.1,300.0
576835,2016-01-08 20:00:00,1531,3,1,4,20,15,3,12977.0,51.53,-0.13,1,7.3,6.3,998.5,190.0,4.1,300.0
579888,2016-01-08 21:00:00,1531,3,1,4,21,15,3,12977.0,51.53,-0.13,1,7.4,5.9,998.0,160.0,3.6,300.0
582941,2016-01-08 22:00:00,1531,3,1,4,22,15,3,12977.0,51.53,-0.13,1,7.0,6.2,998.0,210.0,2.6,298.6566
585994,2016-01-08 23:00:00,1531,3,1,4,23,15,3,12977.0,51.53,-0.13,1,7.1,6.6,997.5,180.0,2.1,203.775
589047,2016-01-09 00:00:00,1531,3,1,5,0,15,3,12977.0,51.53,-0.13,1,7.2,6.5,997.0,180.0,3.1,284.433
592100,2016-01-09 01:00:00,1531,3,1,5,1,15,3,12977.0,51.53,-0.13,1,7.5,6.8,996.5,170.0,3.1,300.0
595153,2016-01-09 02:00:00,1531,3,1,5,2,15,3,12977.0,51.53,-0.13,1,8.0,7.0,996.5,190.0,3.6,300.0
598206,2016-01-09 03:00:00,1531,3,1,5,3,15,3,12977.0,51.53,-0.13,1,7.6,6.7,996.0,170.0,4.1,300.0
601259,2016-01-09 04:00:00,1531,3,1,5,4,15,3,12977.0,51.53,-0.13,1,7.8,6.7,996.0,190.0,3.6,200.0
604312,2016-01-09 05:00:00,1531,3,1,5,5,15,3,12977.0,51.53,-0.13,1,6.6,5.8,995.0,160.0,2.6,300.0
607365,2016-01-09 06:00:00,1531,3,1,5,6,15,3,12977.0,51.53,-0.13,1,6.0,5.0,,160.0,2.6,300.0
610418,2016-01-09 07:00:00,1531,3,1,5,7,15,3,12977.0,51.53,-0.13,1,7.6,7.1,994.0,140.0,4.6,400.0
613471,2016-01-09 08:00:00,1531,3,1,5,8,15,3,12977.0,51.53,-0.13,1,8.6,7.5,993.5,170.0,5.1,300.0
616524,2016-01-09 09:00:00,1531,3,1,5,9,15,3,12977.0,51.53,-0.13,1,9.0,7.7,993.5,170.0,4.6,400.0
619577,2016-01-09 10:00:00,1531,3,1,5,10,15,3,12977.0,51.53,-0.13,1,9.7,8.1,993.0,160.0,5.7,300.0
622630,2016-01-09 11:00:00,1531,3,1,5,11,15,3,12977.0,51.53,-0.13,1,10.6,8.2,992.5,170.0,5.7,396.5656
625683,2016-01-09 12:00:00,1531,3,1,5,12,15,3,12977.0,51.53,-0.13,1,10.7,8.4,991.5,180.0,7.2,303.4344
628736,2016-01-09 13:00:00,1531,3,1,5,13,15,3,12977.0,51.53,-0.13,1,10.4,8.3,990.5,180.0,5.7,300.0
631789,2016-01-09 14:00:00,1531,3,1,5,14,15,3,12977.0,51.53,-0.13,1,10.9,8.2,989.5,180.0,6.2,300.0
634842,2016-01-09 15:00:00,1531,3,1,5,15,15,3,12977.0,51.53,-0.13,1,10.8,7.9,988.5,170.0,6.2,394.5569
637895,2016-01-09 16:00:00,1531,3,1,5,16,15,3,12977.0,51.53,-0.13,1,10.6,7.9,987.0,160.0,8.2,305.4431
640948,2016-01-09 17:00:00,1531,3,1,5,17,15,3,12977.0,51.53,-0.13,1,9.9,8.8,985.5,160.0,8.8,300.0
644001,2016-01-09 18:00:00,1531,3,1,5,18,15,3,12977.0,51.53,-0.13,1,9.9,8.3,984.0,160.0,9.8,387.1097
647054,2016-01-09 19:00:00,1531,3,1,5,19,15,3,12977.0,51.53,-0.13,1,9.8,8.0,983.5,160.0,7.7,312.8903
650107,2016-01-09 20:00:00,1531,3,1,5,20,15,3,12977.0,51.53,-0.13,1,10.2,8.0,982.5,180.0,8.8,300.0
653160,2016-01-09 21:00:00,1531,3,1,5,21,15,3,12977.0,51.53,-0.13,1,6.9,6.0,983.5,210.0,7.7,300.0
656213,2016-01-09 22:00:00,1531,3,1,5,22,15,3,12977.0,51.53,-0.13,1,7.0,5.5,983.0,180.0,6.2,300.0
659266,2016-01-09 23:00:00,1531,3,1,5,23,15,3,12977.0,51.53,-0.13,1,6.5,5.2,982.5,170.0,5.7,300.0
662319,2016-01-10 00:00:00,1531,3,1,6,0,15,3,12977.0,51.53,-0.13,1,6.8,5.1,983.0,210.0,8.2,292.5604
665372,2016-01-10 01:00:00,1531,3,1,6,1,15,3,12977.0,51.53,-0.13,1,6.2,4.3,983.0,200.0,7.2,300.0
668425,2016-01-10 02:00:00,1531,3,1,6,2,15,3,12977.0,51.53,-0.13,1,6.3,3.0,983.0,210.0,7.2,300.0
671478,2016-01-10 03:00:00,1531,3,1,6,3,15,3,12977.0,51.53,-0.13,1,5.4,3.2,983.0,190.0,4.6,300.0
674531,2016-01-10 04:00:00,1531,3,1,6,4,15,3,12977.0,51.53,-0.13,1,5.6,3.3,983.0,200.0,5.1,300.0
677584,2016-01-10 05:00:00,1531,3,1,6,5,15,3,12977.0,51.53,-0.13,1,5.5,3.1,983.5,180.0,4.1,300.0
680637,2016-01-10 06:00:00,1531,3,1,6,6,15,3,12977.0,51.53,-0.13,1,6.3,3.5,983.0,180.0,3.6,300.0
683690,2016-01-10 07:00:00,1531,3,1,6,7,15,3,12977.0,51.53,-0.13,1,6.3,3.1,984.0,210.0,6.7,400.0
686743,2016-01-10 08:00:00,1531,3,1,6,8,15,3,12977.0,51.53,-0.13,1,5.6,3.1,984.0,210.0,6.7,400.0
689796,2016-01-10 09:00:00,1531,3,1,6,9,15,3,12977.0,51.53,-0.13,1,5.6,3.6,985.0,200.0,4.6,400.0
692849,2016-01-10 10:00:00,1531,3,1,6,10,15,3,12977.0,51.53,-0.13,1,6.2,4.3,985.5,200.0,4.6,381.5749
695902,2016-01-10 11:00:00,1531,3,1,6,11,15,3,12977.0,51.53,-0.13,1,7.0,4.7,986.0,190.0,3.1,318.4251
698955,2016-01-10 12:00:00,1531,3,1,6,12,15,3,12977.0,51.53,-0.13,1,7.8,4.6,986.0,210.0,6.2,400.0
702008,2016-01-10 13:00:00,1531,3,1,6,13,15,3,12977.0,51.53,-0.13,1,8.7,4.3,985.5,220.0,5.7,300.0
705061,2016-01-10 14:00:00,1531,3,1,6,14,15,3,12977.0,51.53,-0.13,1,7.9,4.6,985.5,190.0,5.1,400.0
708114,2016-01-10 15:00:00,1531,3,1,6,15,15,3,12977.0,51.53,-0.13,1,7.5,4.5,985.5,180.0,3.6,300.0
711167,2016-01-10 16:00:00,1531,3,1,6,16,15,3,12977.0,51.53,-0.13,1,6.7,3.1,986.0,190.0,4.6,400.0
714220,2016-01-10 17:00:00,1531,3,1,6,17,15,3,12977.0,51.53,-0.13,1,6.1,3.5,986.0,190.0,4.6,384.15
717273,2016-01-10 18:00:00,1531,3,1,6,18,15,3,12977.0,51.53,-0.13,1,5.2,3.4,986.5,180.0,3.6,315.85
720326,2016-01-10 19:00:00,1531,3,1,6,19,15,3,12977.0,51.53,-0.13,1,5.1,3.5,987.0,170.0,5.1,400.0
723379,2016-01-10 20:00:00,1531,3,1,6,20,15,3,12977.0,51.53,-0.13,1,5.1,3.5,987.0,180.0,3.6,378.6387
726432,2016-01-10 21:00:00,1531,3,1,6,21,15,3,12977.0,51.53,-0.13,1,5.4,3.7,987.0,170.0,3.1,321.3613
729485,2016-01-10 22:00:00,1531,3,1,6,22,15,3,12977.0,51.53,-0.13,1,5.0,3.5,986.5,150.0,3.6,300.0
732538,2016-01-10 23:00:00,1531,3,1,6,23,15,3,12977.0,51.53,-0.13,1,6.1,4.2,986.5,160.0,4.1,300.0
735591,2016-01-11 00:00:00,1531,3,1,0,0,15,3,12977.0,51.53,-0.13,1,5.3,4.6,985.5,140.0,2.6,323.0066
738644,2016-01-11 01:00:00,1531,3,1,0,1,15,3,12977.0,51.53,-0.13,1,5.7,5.2,984.5,140.0,4.1,300.0
741697,2016-01-11 02:00:00,1531,3,1,0,2,15,3,12977.0,51.53,-0.13,1,5.6,5.2,983.0,140.0,3.1,300.0
744750,2016-01-11 03:00:00,1531,3,1,0,3,15,3,12977.0,51.53,-0.13,1,6.6,6.3,982.0,140.0,4.6,300.0
747803,2016-01-11 04:00:00,1531,3,1,0,4,15,3,12977.0,51.53,-0.13,1,6.3,5.6,981.0,230.0,2.6,300.0
750856,2016-01-11 05:00:00,1531,3,1,0,5,15,3,12977.0,51.53,-0.13,1,6.1,5.0,980.0,220.0,5.7,380.4334
753909,2016-01-11 06:00:00,1531,3,1,0,6,15,3,12977.0,51.53,-0.13,1,5.4,4.9,979.5,150.0,4.1,319.5666
756962,2016-01-11 07:00:00,1531,3,1,0,7,15,3,12977.0,51.53,-0.13,1,5.6,5.3,979.0,160.0,3.1,400.0
760015,2016-01-11 08:00:00,1531,3,1,0,8,15,3,12977.0,51.53,-0.13,1,5.8,4.8,978.5,190.0,3.6,400.0
763068,2016-01-11 09:00:00,1531,3,1,0,9,15,3,12977.0,51.53,-0.13,1,6.2,5.5,979.5,210.0,3.6,400.0
766121,2016-01-11 10:00:00,1531,3,1,0,10,15,3,12977.0,51.53,-0.13,1,6.0,5.5,980.0,270.0,3.1,373.6211
769174,2016-01-11 11:00:00,1531,3,1,0,11,15,3,12977.0,51.53,-0.13,1,6.1,5.5,980.5,260.0,3.6,326.3789
772227,2016-01-11 12:00:00,1531,3,1,0,12,15,3,12977.0,51.53,-0.13,1,6.7,5.3,981.0,250.0,4.6,400.0
775280,2016-01-11 13:00:00,1531,3,1,0,13,15,3,12977.0,51.53,-0.13,1,6.7,5.2,981.0,260.0,4.6,372.9303
778333,2016-01-11 14:00:00,1531,3,1,0,14,15,3,12977.0,51.53,-0.13,1,6.8,4.8,981.5,270.0,3.1,327.0697
781386,2016-01-11 15:00:00,1531,3,1,0,15,15,3,12977.0,51.53,-0.13,1,7.1,5.1,982.5,280.0,3.1,371.9784
784439,2016-01-11 16:00:00,1531,3,1,0,16,15,3,12977.0,51.53,-0.13,1,6.4,5.1,983.0,260.0,4.6,328.0216
787492,2016-01-11 17:00:00,1531,3,1,0,17,15,3,12977.0,51.53,-0.13,1,6.2,5.3,984.0,260.0,5.1,300.0
790545,2016-01-11 18:00:00,1531,3,1,0,18,15,3,12977.0,51.53,-0.13,1,5.8,4.8,985.0,270.0,3.6,300.0
793598,2016-01-11 19:00:00,1531,3,1,0,19,15,3,12977.0,51.53,-0.13,1,6.1,5.1,986.0,260.0,5.1,370.2327
796651,2016-01-11 20:00:00,1531,3,1,0,20,15,3,12977.0,51.53,-0.13,1,5.7,4.7,986.5,260.0,4.6,329.7673
799704,2016-01-11 21:00:00,1531,3,1,0,21,15,3,12977.0,51.53,-0.13,1,4.8,3.9,987.5,270.0,3.6,300.0
802757,2016-01-11 22:00:00,1531,3,1,0,22,15,3,12977.0,51.53,-0.13,1,4.4,3.5,988.5,260.0,5.1,300.0
805810,2016-01-11 23:00:00,1531,3,1,0,23,15,3,12977.0,51.53,-0.13,1,4.6,3.7,989.5,270.0,4.1,300.0
808863,2016-01-12 00:00:00,1531,3,1,1,0,15,3,12977.0,51.53,-0.13,1,3.2,2.6,990.5,260.0,4.1,308.7708
811916,2016-01-12 01:00:00,1531,3,1,1,1,15,3,12977.0,51.53,-0.13,1,4.0,3.6,991.5,260.0,4.6,331.7733
814969,2016-01-12 02:00:00,1531,3,1,1,2,15,3,12977.0,51.53,-0.13,1,4.4,3.5,992.5,260.0,6.2,300.0
818022,2016-01-12 03:00:00,1531,3,1,1,3,15,3,12977.0,51.53,-0.13,1,4.2,3.3,993.0,260.0,5.1,300.0
821075,2016-01-12 04:00:00,1531,3,1,1,4,15,3,12977.0,51.53,-0.13,1,4.7,3.5,993.5,260.0,7.2,366.3483
824128,2016-01-12 05:00:00,1531,3,1,1,5,15,3,12977.0,51.53,-0.13,1,5.0,3.0,,260.0,6.7,333.6517
827181,2016-01-12 06:00:00,1531,3,1,1,6,15,3,12977.0,51.53,-0.13,1,5.0,2.0,,250.0,6.2,400.0
830234,2016-01-12 07:00:00,1531,3,1,1,7,15,3,12977.0,51.53,-0.13,1,4.4,2.7,995.0,250.0,6.2,400.0
833287,2016-01-12 08:00:00,1531,3,1,1,8,15,3,12977.0,51.53,-0.13,1,4.3,2.5,995.0,250.0,7.2,464.9828
836340,2016-01-12 09:00:00,1531,3,1,1,9,15,3,12977.0,51.53,-0.13,1,4.6,2.2,996.0,250.0,6.2,435.0172
839393,2016-01-12 10:00:00,1531,3,1,1,10,15,3,12977.0,51.53,-0.13,1,5.7,2.5,996.5,240.0,6.2,400.0
842446,2016-01-12 11:00:00,1531,3,1,1,11,15,3,12977.0,51.53,-0.13,1,6.3,2.5,997.0,250.0,8.8,364.1607
845499,2016-01-12 12:00:00,1531,3,1,1,12,15,3,12977.0,51.53,-0.13,1,6.4,2.9,997.0,260.0,7.7,400.1168
848552,2016-01-12 13:00:00,1531,3,1,1,13,15,3,12977.0,51.53,-0.13,1,6.9,3.4,997.0,260.0,7.7,335.7225
851605,2016-01-12 14:00:00,1531,3,1,1,14,15,3,12977.0,51.53,-0.13,1,7.2,3.3,997.5,270.0,8.8,363.7046
